Project,Package,Class,Method,Smell,Description,Method start line no,File
java,org.apache.roller.weblogger.webservices.oauth,AuthorizationServlet,returnToConsumer,Long Statement,The length of the statement "out.println("You have successfully authorized for consumer key '" + accessor.consumer.consumerKey + "'. Please close this browser window and click continue"+ " in the client.");" is 177.,122,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/webservices/oauth/AuthorizationServlet.java
java,org.apache.roller.weblogger.business,FileContentManagerImpl,canSave,Long Parameter List,The method has 5 parameters. ,178,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/FileContentManagerImpl.java
java,org.apache.roller.weblogger.business,FileContentManagerImpl,getDirSize,Complex Conditional,The conditional expression dir.exists() && dir.isDirectory() && dir.canRead() is complex.,242,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/FileContentManagerImpl.java
java,org.apache.roller.weblogger.business,FileContentManagerImpl,checkFileType,Complex Method,Cyclomatic complexity of the method is 19,270,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/FileContentManagerImpl.java
java,org.apache.roller.weblogger.business,WebloggerImpl,WebloggerImpl,Long Parameter List,The method has 19 parameters. ,86,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/WebloggerImpl.java
java,org.apache.roller.weblogger.business,DatabaseProvider,DatabaseProvider,Long Statement,The length of the statement "String errorMsg="ERROR: cannot load JDBC driver class [" + getJdbcDriverClass() + "]. "+ "Likely problem: JDBC driver jar missing from server classpath.";" is 154.,79,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/DatabaseProvider.java
java,org.apache.roller.weblogger.business,DatabaseProvider,DatabaseProvider,Long Statement,The length of the statement "String errorMsg="ERROR: cannot locate JNDI DataSource [" + name + "]. "+ "Likely problem: no DataSource or datasource is misconfigured.";" is 137.,79,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/DatabaseProvider.java
java,org.apache.roller.weblogger.business,DatabaseProvider,DatabaseProvider,Long Statement,The length of the statement "String errorMsg="ERROR: unable to obtain database connection. " + "Likely problem: bad connection parameters or database unavailable.";" is 135.,79,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/DatabaseProvider.java
java,org.apache.roller.weblogger.business,TestTask,getLeaseTime,Magic Number,The method contains a magic number: 300,48,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/TestTask.java
java,org.apache.roller.weblogger.business,TestTask,getInterval,Magic Number,The method contains a magic number: 1800,53,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/TestTask.java
java,org.apache.roller.weblogger.business,MailProvider,getTransport,Complex Conditional,The conditional expression mailUsername != null && mailPassword != null && mailPort != -1 is complex.,113,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/MailProvider.java
java,org.apache.roller.weblogger.business,URLStrategy,getActionURL,Long Parameter List,The method has 5 parameters. ,57,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/URLStrategy.java
java,org.apache.roller.weblogger.business,URLStrategy,getWeblogCommentURL,Long Parameter List,The method has 5 parameters. ,146,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/URLStrategy.java
java,org.apache.roller.weblogger.business,URLStrategy,getWeblogCollectionURL,Long Parameter List,The method has 7 parameters. ,169,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/URLStrategy.java
java,org.apache.roller.weblogger.business,URLStrategy,getWeblogPageURL,Long Parameter List,The method has 9 parameters. ,181,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/URLStrategy.java
java,org.apache.roller.weblogger.business,URLStrategy,getWeblogFeedURL,Long Parameter List,The method has 9 parameters. ,195,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/URLStrategy.java
java,org.apache.roller.weblogger.business,URLStrategy,getWeblogSearchURL,Long Parameter List,The method has 6 parameters. ,209,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/URLStrategy.java
java,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogCommentURL,Long Parameter List,The method has 5 parameters. ,149,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/MultiWeblogURLStrategy.java
java,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogCollectionURL,Complex Method,Cyclomatic complexity of the method is 9,163,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/MultiWeblogURLStrategy.java
java,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogCollectionURL,Long Parameter List,The method has 7 parameters. ,163,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/MultiWeblogURLStrategy.java
java,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogPageURL,Long Parameter List,The method has 9 parameters. ,216,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/MultiWeblogURLStrategy.java
java,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogFeedURL,Long Parameter List,The method has 9 parameters. ,264,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/MultiWeblogURLStrategy.java
java,org.apache.roller.weblogger.business,MultiWeblogURLStrategy,getWeblogSearchURL,Long Parameter List,The method has 6 parameters. ,305,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/MultiWeblogURLStrategy.java
java,org.apache.roller.weblogger.business,PreviewURLStrategy,getWeblogCollectionURL,Complex Method,Cyclomatic complexity of the method is 12,118,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/PreviewURLStrategy.java
java,org.apache.roller.weblogger.business,PreviewURLStrategy,getWeblogCollectionURL,Long Parameter List,The method has 7 parameters. ,118,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/PreviewURLStrategy.java
java,org.apache.roller.weblogger.business,PreviewURLStrategy,getWeblogPageURL,Complex Method,Cyclomatic complexity of the method is 10,185,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/PreviewURLStrategy.java
java,org.apache.roller.weblogger.business,PreviewURLStrategy,getWeblogPageURL,Long Parameter List,The method has 9 parameters. ,185,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/PreviewURLStrategy.java
java,org.apache.roller.weblogger.business,WeblogManager,getWeblogs,Long Parameter List,The method has 6 parameters. ,77,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/WeblogManager.java
java,org.apache.roller.weblogger.business,WebloggerFactory,bootstrap,Long Statement,The length of the statement "throw new BootstrapException("Error instantiating default provider: " + providerClassname + "; exception message: "+ ex.getMessage()`ex);" is 137.,66,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/WebloggerFactory.java
java,org.apache.roller.weblogger.business,HitCountQueue,HitCountQueue,Magic Number,The method contains a magic number: 3,60,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/HitCountQueue.java
java,org.apache.roller.weblogger.business,GuiceWebloggerProvider,GuiceWebloggerProvider,Long Statement,The length of the statement "this(Objects.requireNonNull(WebloggerConfig.getProperty("guice.backend.module")`"unable to lookup default guice module via property 'guice.backend.module'"));" is 158.,41,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/GuiceWebloggerProvider.java
java,org.apache.roller.weblogger.business,GuiceWebloggerProvider,GuiceWebloggerProvider,Long Statement,The length of the statement "throw new RuntimeException("Error instantiating backend module " + moduleClassname + "; exception message: "+ e.getMessage()`e);" is 128.,52,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/GuiceWebloggerProvider.java
java,org.apache.roller.weblogger.business,FileContentManager,canSave,Long Parameter List,The method has 5 parameters. ,94,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/FileContentManager.java
java,org.apache.roller.weblogger.business,AbstractURLStrategy,getActionURL,Long Parameter List,The method has 5 parameters. ,98,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/AbstractURLStrategy.java
java,org.apache.roller.weblogger.business,UserManager,getUsers,Long Parameter List,The method has 5 parameters. ,132,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/UserManager.java
java,org.apache.roller.weblogger.business,WeblogEntryManager,getMostCommentedWeblogEntries,Long Parameter List,The method has 5 parameters. ,93,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/WeblogEntryManager.java
java,org.apache.roller.weblogger.business,WeblogEntryManager,removeMatchingComments,Long Parameter List,The method has 6 parameters. ,201,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/WeblogEntryManager.java
java,org.apache.roller.weblogger.business,WeblogEntryManager,getTags,Long Parameter List,The method has 5 parameters. ,261,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/WeblogEntryManager.java
java,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPlugin,render,Magic Number,The method contains a magic number: 32,56,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/plugins/entry/EncodePreTagsPlugin.java
java,org.apache.roller.weblogger.business.plugins.entry,SmileysPlugin,init,Long Statement,The length of the statement "tempS[count]="<img src=\"" + baseURL + "/images/smileys/"+ smileyDefs.getProperty(smiley`"smile.gif")+ "\" class=\"smiley\""+ " alt=\""+ smileyAlt+ "\""+ " title=\""+ smileyAlt+ "\" />";" is 186.,81,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/plugins/entry/SmileysPlugin.java
java,org.apache.roller.weblogger.business.search.lucene,RebuildWebsiteIndexOperation,doRun,Complex Method,Cyclomatic complexity of the method is 8,76,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/RebuildWebsiteIndexOperation.java
java,org.apache.roller.weblogger.business.search.lucene,IndexUtil,getTerm,Empty catch clause,The method has an empty catch block.,38,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/IndexUtil.java
java,org.apache.roller.weblogger.business.search.lucene,SearchOperation,doRun,Long Statement,The length of the statement "query=new BooleanQuery.Builder().add(query`BooleanClause.Occur.MUST).add(new TermQuery(handleTerm)`BooleanClause.Occur.MUST).build();" is 133.,97,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/SearchOperation.java
java,org.apache.roller.weblogger.business.search.lucene,SearchOperation,doRun,Long Statement,The length of the statement "query=new BooleanQuery.Builder().add(query`BooleanClause.Occur.MUST).add(new TermQuery(catTerm)`BooleanClause.Occur.MUST).build();" is 130.,97,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/SearchOperation.java
java,org.apache.roller.weblogger.business.search.lucene,SearchOperation,doRun,Long Statement,The length of the statement "query=new BooleanQuery.Builder().add(query`BooleanClause.Occur.MUST).add(new TermQuery(localeTerm)`BooleanClause.Occur.MUST).build();" is 133.,97,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/SearchOperation.java
java,org.apache.roller.weblogger.business.search.lucene,SearchOperation,doRun,Magic Number,The method contains a magic number: 500,97,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/SearchOperation.java
java,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,search,Long Parameter List,The method has 7 parameters. ,211,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/LuceneIndexManager.java
java,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,createIndex,Magic Number,The method contains a magic number: 128,370,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/LuceneIndexManager.java
java,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,convertHitsToEntryList,Complex Conditional,The conditional expression !(websiteSpecificSearch && handle.equals(weblogHandle)) && doc.getField(FieldConstants.CATEGORY) != null is complex.,413,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/LuceneIndexManager.java
java,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,convertHitsToEntryList,Long Parameter List,The method has 7 parameters. ,413,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/LuceneIndexManager.java
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,getDocument,Complex Method,Cyclomatic complexity of the method is 10,69,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/IndexOperation.java
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,beginWriting,Long Statement,The length of the statement "LimitTokenCountAnalyzer analyzer=new LimitTokenCountAnalyzer(LuceneIndexManager.getAnalyzer()`WebloggerConfig.getIntProperty("lucene.analyzer.maxTokenCount"));" is 159.,166,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/IndexOperation.java
